h_tag,group_name,id_shape,n_relay_instances,relays_or_relay_keys
npub1p728cqx4h53qcy2duqhdd2ayfxchwje7afspnf6wxaxf2e7ydv7q0jml64:dosMilDos,DOS MIL DOS,npub-namespaced,1,key:0f947c00
npub1p728cqx4h53qcy2duqhdd2ayfxchwje7afspnf6wxaxf2e7ydv7q0jml64:queefLatifa,QUEEF LATIFA,npub-namespaced,1,key:0f947c00
npub1p7rhwc5vyqpnfdxr3hfv3k8mwmejtz933kd7v6s4xsww7w6qnydqpux52x:pissinBillysPantsParty,Pissin Billys Pants Party,npub-namespaced,1,key:0f877762
npub1p8z0acfky9nd695vl3g630mu4mhlrq7ghvphm78f6xsuakdt8evszqtaej:open-gw-inherit-mmedjymz-3ncmbw,open-gw-inherit-mmedjymz-3ncmbw,npub-namespaced,1,key:09c4fee1
npub1p9jeug4lu9fewldefp4tfqjd32e7sv49463ypfgulc5f05glvk0q4d9txa:open-relay-reg-open-online-gateway-offline,open-relay-reg-open-online-gateway-offline,npub-namespaced,1,key:09659e22
npub1pf485c3dr9l462c6urnmz8f49p740fkk9xln9rfqcham446trx8skl5468:privateDonk,Private DONKS,npub-namespaced,1,key:0a6a7a62
npub1pfwkdzt86t026hwundru5hydyxeawlz7lvznzylca4mzl2k72wxqs9t8up:closed-gw-inherit-mmcjwfj3,closed-gw-inherit-mmcjwfj3,npub-namespaced,1,key:0a5d6689
npub1ph0mg482pvr3qvl0djw8upsp292nt379tz4l9m8u6lpjjwm6ps5s7fukm7:closed-relay-auth-lifecycle-closed-offline-gateway-online,closed-relay-auth-lifecycle-closed-offline-gateway-online,npub-namespaced,1,key:0ddfb454
npub1ph2akju004z0nzwnf6q5m5y2msn835y83upg999ynwwtwczz08dq5pn03v:closed-gw-inherit-mmebaav9-cnu4qm,closed-gw-inherit-mmebaav9-cnu4qm,npub-namespaced,1,key:0dd5db4b
npub1phtnqpcw0e9sezf9v84hgnvundskvkm7dqq577wa4vrtr8kse3vqhu5kle:yuckyButtzClosed,yucky buttz CLOSED,npub-namespaced,1,key:0dd73007
npub1pj2cpqmm909wzjmuj4d9tddklapxfulj4kd87mhlc93hdr59admsdyl4qf:open-relay-single-open-offline-gateway-online,open-relay-single-open-offline-gateway-online,npub-namespaced,1,key:0c958083
npub1pj544697dtd7m4d6avkq46d5l3n6kw9lnelz0rnwtkvz7xl57rys7ndla6:fallopianToob,fallopian toob,npub-namespaced,1,key:0ca95ae8
npub1pj544697dtd7m4d6avkq46d5l3n6kw9lnelz0rnwtkvz7xl57rys7ndla6:papaJimmy,papa jimmy,npub-namespaced,1,key:0ca95ae8
npub1pj544697dtd7m4d6avkq46d5l3n6kw9lnelz0rnwtkvz7xl57rys7ndla6:timmyTuesday,timmy tuesday,npub-namespaced,1,key:0ca95ae8
npub1pk9auwpvgdpqkrtqvhyy82kwyrr36ge8vsknrgt6vfwuw3ygmvfq5hcftj:closed-gw-inherit-mmeclhkb-clf63o,closed-gw-inherit-mmeclhkb-clf63o,npub-namespaced,1,key:0d8bde38
npub1pklf3j0r9axh432w8c0lf66czw9gjhmcdclrqe23stleffxegypqymrwz6:closed-relay-contract-direct-join-only-no-gateway,closed-relay-contract-direct-join-only-no-gateway,npub-namespaced,1,key:0dbe98c9
npub1planp4cagtzrcnrlhqzf2g2cph09dny3gqzkst3dk8ukrnr859uq6vj30n:closed-gw-inherit-mmd6wvzn-3wbnkf,closed-gw-inherit-mmd6wvzn-3wbnkf,npub-namespaced,1,key:0ffb30d7
npub1pmpx93xpk3wf9ygf0sd7lfkw6xzwzt84s6vyza4pyu2u6ekd2vjqaw0jey:open-relay-open-offline-gateway-online-instrumentation,open-relay-open-offline-gateway-online-instrumentation,npub-namespaced,1,key:0ec262c4
npub1pmxjkh0eqxr9g5cl27kluagg9ytvtaftmva5kxn37k3pcy4nnvdqk3fx7w:bobs4Testing,bobs 4 testing,npub-namespaced,1,key:0ecd2b5d
npub1pn9h4e3qrmrtturej2zryqdmzj04j02gtgehykwar7ncqp2v9g5q3nju4x:closed-gw-inherit-mme6m9dv-oq906g,closed-gw-inherit-mme6m9dv-oq906g,npub-namespaced,1,key:0ccb7ae6
npub1psl3jdsu38kj7vs5napkg8y97utcs5ajs7gn4r6fjzkdrqwrwjusn48mcc:direct-host-online-mnxxbmhs,direct-host-online-mnxxbmhs,npub-namespaced,1,key:0c3f1936
npub1psqkk3zgg3n98aussh9vl0wtl3x2w65gh5svfgwzttkyka20a78qk0rxfz:freshBoyBurgers,Fresh Boy Burgers,npub-namespaced,1,key:0c016b44
npub1psthusam9udde4gye7u6fuusnlxn4kms0ffpcmqqq9s358zn8tjs0cfeaf:open-relay-reg-open-direct-join-only,open-relay-reg-open-direct-join-only,npub-namespaced,1,key:0c177e43
npub1psuptuhk9vpg3tmhju5f5f9l283t4cp79qxvs38smyfqwz9ztpkq8qt8zl:closed-gw-inherit-mmcxzvat-9tu7a5,closed-gw-inherit-mmcxzvat-9tu7a5,npub-namespaced,1,key:0c3815f2
npub1ptqtx4qy5keu6ef6m5cuwkrpksnwtldxnte5gn4qr7jfdjk57fws2deq08:longKingsClub,long kings club,npub-namespaced,1,key:0ac0b354
npub1pxtvfxp3ht2a88zeacase2lcmqmyytwy3dtr8zqwmcts55x37npq8fvs6y:s19-19c8342eada-a797-group,S19-19c8342eada-a797-group,npub-namespaced,1,key:0996c498
npub1py6js9kuc3zmnwz2dkm5hxk3s5cvczw58ptjzn28xhf0vsz9z5vql2rkhn:closed-relay-reg-closed-online-gateway-offline,closed-relay-reg-closed-online-gateway-offline,npub-namespaced,1,key:09352816
npub1q3kl9d0jaete74ly6kp3qsj7mkxe7u4su77ssss87qz7zuecuf7s8t5h59:s14-19c82c44494-a85f-group,S14-19c82c44494-a85f-group,npub-namespaced,1,key:046df2b5
npub1q3taj5va6y6tct0v9pz8e8pkh6szvk6qhquq3a57je6zrjnkempq5as24t:s13-19c8288d989-3be5-group,S13-19c8288d989-3be5-group,npub-namespaced,1,key:0457d951
npub1q4dq6c59hggyxg8y2f4df5qz2e9tvtw9lc93l5eg8d07yf487h0qrs4p3w:open-relay-single-open-offline-gateway-online,open-relay-single-open-offline-gateway-online,npub-namespaced,1,key:055a0d62
npub1q4p4dksaa7fnuxepxs2yp7rxr3zg6tvdpueumlh8mvp4s34emtuqgw648m:fishyFronald,fishy fronald,npub-namespaced,1,key:054356da
npub1q59g9v6ddzt9ef52l260gmtxj4x2ka8hqt0rfcj62sgaft8rcg6qmtw24a:open-relay-single-open-offline-gateway-online,open-relay-single-open-offline-gateway-online,npub-namespaced,1,key:050a82b3
npub1q7jl5mpkvrl6zw80tt7543myn5kzq7yfnym5sna27kdug6w744zqxe93ru:closed-relay-reg-closed-offline-gateway-online,closed-relay-reg-closed-offline-gateway-online,npub-namespaced,1,key:07a5fa6c
npub1q9qscttkk8ta2xyapchnykjd24drhx5425l45c33ql4gaws0cnrq4a05vm:s20-19c83978330-8678-group,S20-19c83978330-8678-group,npub-namespaced,1,key:01410c2d
npub1qcsup325mrkx48m7rksumje0mtz7gd2lu7xwlp6xrql7nyytrcxqudg636:gatewayNumeroDos,GATEWAY NUMERO DOS,npub-namespaced,1,key:0621c0c5
npub1qcsup325mrkx48m7rksumje0mtz7gd2lu7xwlp6xrql7nyytrcxqudg636:grippyzonk,grippyZONK,npub-namespaced,1,key:0621c0c5
npub1qcsup325mrkx48m7rksumje0mtz7gd2lu7xwlp6xrql7nyytrcxqudg636:zonkyBoy,ZONKY BOY,npub-namespaced,1,key:0621c0c5
npub1qetglwnnwujyqzadqc84f5fx8r8hkcyz8cqyegywh3hc8xgvcy3q29uy7y:drShits,Dr SHITS,npub-namespaced,1,key:06568fba
npub1qks334x72rx3p6hkz2d5ee0dvjt7uav0w99xh4p7p30npx6epjqqc6y26z:niceDonk,nice DONK,npub-namespaced,1,key:05a118d4
npub1qmh8l0qe6aqhj4694v6xmaqs22q3vs49jwmvkdyd856pxvc47mqq98gm4y:cross-machine-open-mm4jdni0,cross-machine-open-mm4jdni0,npub-namespaced,1,key:06ee7fbc
npub1qmxdyd2hy5w4f4czl62ruua7flvjeltmgr8c5puhfdmm6sa7upjqqg3rn9:direct_only_validation,direct_only_validation,npub-namespaced,1,key:06ccd235
npub1qpens2gqcpv6lf4waly74mqyfcpfxqrudusckkz8urehsz6kqzjs9qp8vp:fallopianSociety,fallopian society,npub-namespaced,1,key:00733829
npub1qpens2gqcpv6lf4waly74mqyfcpfxqrudusckkz8urehsz6kqzjs9qp8vp:healthyBonjour,healthy bonjour,npub-namespaced,1,key:00733829
npub1qpens2gqcpv6lf4waly74mqyfcpfxqrudusckkz8urehsz6kqzjs9qp8vp:scubliusMaximus,scublius maximus,npub-namespaced,1,key:00733829
npub1qpkmspuxguuhmk5wfk3untdqa9t6jsj5te9t50sqd8vy6ctdvp5qy7wxs7:coldIceBoys,Cold Ice Boys,npub-namespaced,1,key:006db807
npub1qt7gu9ta2sfmfntzy84ugayfaalcd5wpgn6ru945alhr0uhgyxjsm34vqq:open-relay-single-open-offline-gateway-online,open-relay-single-open-offline-gateway-online,npub-namespaced,1,key:02fc8e15
npub1qtlr7urmgne45hucxq726vplrugnp9n2lp3ktq8kw836fvjgxt4q77tr8p:s12-19c841a0fbe-61df-group,S12-19c841a0fbe-61df-group,npub-namespaced,1,key:02fe3f70
npub1qtw8vwzw0duqpkpmul4wmjt6du2eng8tseh9sqt785q0ntv295fqphaldf:somaliDaycareOnline,Somali Daycare Online,npub-namespaced,1,key:02dc7638
npub1qu3hzda63lf4m56pfsv4unrzf7mzcc7dlm8nu30x48a0gswxrptspataur:direct-host-online-mnxzmayl,direct-host-online-mnxzmayl,npub-namespaced,1,key:07237137
npub1qu4963jshrxzhc567qr92s2vl0lu8z5fgzufzk34ljgdrx56nmqsk6xss6:stankyPoppleBerry,stanky popple berry,npub-namespaced,1,key:072a5d46
npub1qvdzf2fx36wzz2hu4vmyzfnfjg2snlfkjqv7j46qgtqd65rjvawsa8yl84:s19-19c83638c90-59c1-group,S19-19c83638c90-59c1-group,npub-namespaced,1,key:031a24a9
npub1qy0sju88awstcd5m0s25n7fs00530jclk7c4k5j0n0zs6fqmswsqx0jqdn:clownfaceStinky,Clownface Stinky,npub-namespaced,1,key:011f0970
npub1qyz398txqjdpy6v5sj93sz3rnuj53mcfx8l9shmcys9zx35lrgvq6jfru6:monsanto,monsanto,npub-namespaced,1,key:0105129d
npub1qyz398txqjdpy6v5sj93sz3rnuj53mcfx8l9shmcys9zx35lrgvq6jfru6:tong'sRelay,TONG's relay,npub-namespaced,1,key:0105129d
npub1r40ps43scs3eeyxnpupwmmpg8jtyjt5a8gj6x6r82ldp87c4xjtq04uk9g:open-relay-isolation-relay-b-gateway-2,open-relay-isolation-relay-b-gateway-2,npub-namespaced,1,key:1d5e1856
npub1r4ll3vs9ef5a0kfvu7773ny7p3jektu7j7ralnwesq0vhzze9reqqsx4s2:s22-19c84304aaa-0806-group,S22-19c84304aaa-0806-group,npub-namespaced,1,key:1d7ff8b2
npub1r8rmcmufsrva8sgryfpxn2sn0wz3m9xwkyr2n0qeeyw4gudwr6zqcaaskz:testBonjour,test bonjour,npub-namespaced,1,key:19c7bc6f
npub1r9huz92pgswp8qqf2cs8qhpgnwjqrnw3zhs4shymhtd62rq8clrqc6y3l4:open-relay-reg-open-direct-join-only,open-relay-reg-open-direct-join-only,npub-namespaced,1,key:196fc115
npub1rdaefwv5s338t3ztu3zf2llq8x4937uv25lf4h3pgsr93mqn2dnqanay6g:closed-relay-auth-lifecycle-closed-offline-gateway-online,closed-relay-auth-lifecycle-closed-offline-gateway-online,npub-namespaced,1,key:1b7b94b9
npub1rfwe6r9qnazfsdkf3tf8qetrn0723aex6kydc0emjr6t4lf62gsq3gldpp:clownCarEmporium,clown car emporium,npub-namespaced,1,key:1a5d9d0c
npub1rgcrjz7r2u46s9zume0h9y9dn30ek38sju3t9vn2y66qy7xcpzrsmza35r:s21-19c834fa3a9-d7c5-group,S21-19c834fa3a9-d7c5-group,npub-namespaced,1,key:1a30390b
npub1rgjsvtz9zdrra8dynz7qlx2enqqusxvuh9n8g4zpjv34vgfvwleqm8dgl4:s15-19c828e0677-ae8d-group,S15-19c828e0677-ae8d-group,npub-namespaced,1,key:1a25062c
npub1rh6z8ykppmge2sx4w7ar6zzxwy977uguk7sjxrmyn8c5nnzhle0str2qx8:s10-19c83c7ff3f-570c-group,S10-19c83c7ff3f-570c-group,npub-namespaced,1,key:1df42392
npub1rknn5flamyr8kqmdhgr9vcj733w7r7pjp9cv3f3f9pp9w9h2lk2snwvemx:s10-19c832a5e13-609a-group,S10-19c832a5e13-609a-group,npub-namespaced,1,key:1da73a27
npub1rlr8jpy7xpc5u97p20x9zvd8aqdh9tk00ga5sk8wugul95qy2w2qy6pnkg:sloppyAsophagus,SLOPPY ASOPHAGUS,npub-namespaced,1,key:1fc67904
npub1rm646e3qddunfzxx8j3vsl3dftlv72tmy8y3tgwglqklke00ncmsc3lrt7:closed-gw-inherit-mmczb7w7-js49kq,closed-gw-inherit-mmczb7w7-js49kq,npub-namespaced,1,key:1ef55d66
npub1rn6qnjcqwh54kjk7e3v4rdzyczgdvz3urjhr6vw2vuex3q4zg09slt5g5l:testyCreate,testy create,npub-namespaced,1,key:1cf409cb
npub1rsu5teqjnavla5adkvgqu28m6ggdgjdagwczal423egzrz0p68ps9qq9td:testPlxz,test plxz,npub-namespaced,1,key:1c3945e4
npub1rtna2qh9sk6xywnkjkvrnvtwrdfepsekn49cyyrl6nk203lwumwqm3r8dv:closed-gw-inherit-docker-mmcppaez,closed-gw-inherit-docker-mmcppaez,npub-namespaced,1,key:1ae7d502
npub1rwaqeh46pmrj6wltt9muylx92qs538r3d0v5vl7k3r5m2jsa77zsqzd39a:closed-relay-auth-lifecycle-closed-offline-gateway-online,closed-relay-auth-lifecycle-closed-offline-gateway-online,npub-namespaced,1,key:1bba0cde
npub1rwsj46hjkrdncpvvn5c9efe8ch6trcuruyls5fklephaf5ymhmlq4szedk:probe-group-mnxmfns9,probe-group-mnxmfns9,npub-namespaced,1,key:1ba12aea
npub1rxdyqxkheta5yzmgdu90nr3djgfwa9h6nke2hca5ukhtt82vz9gshaude9:open-relay-single-open-offline-gateway-online,open-relay-single-open-offline-gateway-online,npub-namespaced,1,key:199a401a
npub1s243dxmd0ek8zd8lwcah8pfh58tnwvyvcyl3fzfmc6aqwgqkj8hsdlsmtr:longPipePapas,Long Pipe Papas,npub-namespaced,1,key:82ab169b
npub1s50wuxcddxuajysmu4zhv3f9y04y0xqjajzdzdw86lf8074vpcasm4ww5r:direct-host-online-mny0f66q,direct-host-online-mny0f66q,npub-namespaced,1,key:851eee1b
npub1s77d66axnychannl9gha8p2unf3scqzz7ukczehn4gjz87mp6alqpankgs:s06-19c827cb37d-542e-group,S06-19c827cb37d-542e-group,npub-namespaced,1,key:87bcdd6b
npub1s7espxrt9h0wk5r47a3twuvchwkuef2eff969x6zrkuu3zv0gahsfc8s9z:matrix-group-mmb0y70y,matrix-group-mmb0y70y,npub-namespaced,1,key:87b30098
npub1s7x35mmzffftpwu9fafkqv2g84qxyzefc2qg8fu6nl4dswxqdqlsc8c999:s12-19c8372db00-8be1-group,S12-19c8372db00-8be1-group,npub-namespaced,1,key:878d1a6f
npub1s86e0fnypw50ya9e25h30shr9ystun0deks5th6lv0kdfg05eccsq53amr:closed-gw-inherit-mmcyp16y-turz2b,closed-gw-inherit-mmcyp16y-turz2b,npub-namespaced,1,key:81f597a6
npub1sem72qcwct3yg0cyvrhe2gw2hdedd42sn4yzm2739nk9lpchz94srwgjyx:testSkibidiJimmy,test skibidi jimmy,npub-namespaced,1,key:8677e503
npub1sgs5ulknff8pf9hu5wkal80vefsg50qn9ra8x0ggnf025uq59p4srk7wg3:node20-mmb0vcx2,node20-mmb0vcx2,npub-namespaced,1,key:82214e7e
npub1sl8vvtsux7mf5d4l2h27qf94mxwc7dwx64sv6quzk7s3r3dk5slsrd3rda:testRockoslops,test rockoslops,npub-namespaced,1,key:87cec62e
npub1smwqdwehqxelrargtql8wuengmcrxmfwjc6equvxdkgjeh8lllwsxexrkk:s18-19c8335e218-529f-group,S18-19c8335e218-529f-group,npub-namespaced,1,key:86dc06bb
npub1snz95409wke8ckayg4843ddwa3k94u37hvcw2swckmee46ggh32qlqkguw:closed-gw-inherit-mmd64b22-l8wycb,closed-gw-inherit-mmd64b22-l8wycb,npub-namespaced,1,key:84c45a55
npub1sp9sc4d2q962yhkyultmjjc904jvu4mn9x02cktrketzut80ngysuk4h08:sansSerifTextAssociation,sans serif text association,npub-namespaced,1,key:804b0c55
npub1sshs4dau0r5phezfpcg2dyugueerdepw9ey38glwnjtgs4ypurgsu7wecu:closedjoine2e-1772306087149,ClosedJoinE2E-1772306087149,npub-namespaced,1,key:842f0ab7
npub1svh409taqw005hz0cl6ltg46j0ypurr90vj76wjgf3jwcpdcz52qxperfs:steamyShitEnjoooyers,Steamy Shit Enjoooyers,npub-namespaced,1,key:832f5795
npub1svxp82qygcgn84gftc9xzcl3vrttx2su5h8ks9z3g4p8hu5sk29sc4naas:open-relay-single-open-offline-gateway-online,open-relay-single-open-offline-gateway-online,npub-namespaced,1,key:830c13a8
npub1sx6jnnjul8xajumzn2g8re30cu0j5fu7l6wh3wzkwj3r20mnjj0qzezkr6:open-relay-reg-open-online-gateway-offline,open-relay-reg-open-online-gateway-offline,npub-namespaced,1,key:81b529ce
npub1sxuuu5nx4u3krvuyknvacwrcnjc4y0m3tr494m8eq694m449jm0qsqtqzd:s19-19c83dcdf6e-315a-group,S19-19c83dcdf6e-315a-group,npub-namespaced,1,key:81b9ce52
npub1szuyxx0qyw6t9gst0xec0dhh0e822frenrycqsu95ggnffz06y3qcs9ene:closed-relay-single-closed-offline-gateway-online,closed-relay-single-closed-offline-gateway-online,npub-namespaced,1,key:80b84319
npub1t2f7kzqzj8mvt0f89t62umukf6zgg9vzsvecns7mnax4gtt6paqqcfvjls:icebergJuggleClowns,Iceberg Juggle Clowns,npub-namespaced,1,key:5a93eb08
npub1t34mfzu58z9g2hgm3gxkvzrwu8t9gzxmu6qy2qnlvg7lf2vhc35qwezqsq:testGargleSauce,test gargle sauce,npub-namespaced,1,key:5c6bb48b
npub1t3flq9f42ww9csmzzq7zxnqugcxpjhjdt0kq3pc82kvs2w4kgt7qtp7je0:testCleanboy,test cleanboy,npub-namespaced,1,key:5c53f015
npub1t44v8hrcp5w0uj5k7rezgvu0drh9au2ytntfl32hztuzw8294q5smjpump:s10-19c82832054-ad68-group,S10-19c82832054-ad68-group,npub-namespaced,1,key:5d6ac3dc
npub1t5t5zsuepvswyllu2df5gt4zvcdffzaukpq8ac3lqjtpf9afa48qf6wfvk:goombasauce,goombasauce,npub-namespaced,1,key:5d174143
npub1t5t5zsuepvswyllu2df5gt4zvcdffzaukpq8ac3lqjtpf9afa48qf6wfvk:mermaidPussy,mermaid pussy,npub-namespaced,1,key:5d174143
npub1t688xe4a9tzmd9hcvjttm6jtxev9awsdv0kr2t0qhw3tsulgp3xs9nfevs:jungleSauceChefs,Jungle Sauce Chefs,npub-namespaced,1,key:5e8e7366
npub1t7hnh8k8xzhsdyxp9pd5vljulf58saczm4wgcc92748fml0j4u3q7xy9r3:open-relay-reg-open-direct-join-only,open-relay-reg-open-direct-join-only,npub-namespaced,1,key:5faf3b9e
npub1t8x69nqesy9x0ttpc0thkzaqjznwrf983pvxmvgrr5jsw94n0rzqsc8ggv:freshFilesRelay,fresh files relay,npub-namespaced,1,key:59cda2cc
npub1t8x69nqesy9x0ttpc0thkzaqjznwrf983pvxmvgrr5jsw94n0rzqsc8ggv:yeOldeRelay,ye olde relay,npub-namespaced,1,key:59cda2cc
npub1telfw8tklugfq2nvae4cl849f6e6wuwqstf2ueecjmdgwzj90qvqh0ytjc:closed-relay-reg-closed-online-gateway-offline,closed-relay-reg-closed-online-gateway-offline,npub-namespaced,1,key:5e7e971d
npub1tg0309anltkv7v95q3r4xklym78unnm4wudxkjhecaf4c0rl754st4kt9q:s18-19c83dacb76-9501-group,S18-19c83dacb76-9501-group,npub-namespaced,1,key:5a1f1797
npub1tgj8er248xzr2sl33q6lqhsr02sv56vg2scwjzj6cy9lund8wjpshd0gsk:sillpooshitBoys,SillPooshit Boys,npub-namespaced,1,key:5a247c8d
npub1tgmqj5cplwd2scl8hpa2cl2v438cy03zqth6ekpmhs8dazlm0dgqdwlc69:s18-19c8427443c-a3e4-group,S18-19c8427443c-a3e4-group,npub-namespaced,1,key:5a360953
npub1tgs8fk3qg0prka24xj5usd6c7vjdfzddh2ee30ls85a5ssxjlwuq93r5dt:pub-open-mllqvtq3,,npub-namespaced,1,key:8310696a
npub1tjtk48gnrjmuuqqkvt32yr8fhfjmpp7x6ytvvgjx77m6z05yjwus064en7:soggyboys,soggyboys,npub-namespaced,1,key:5c976a9d
npub1tjvp9h3940ga9saeppq2z2x40ftmwqz93wu5vsg7rsnaeykv2yes7nqfda:openYoMouth,open YO MOUTH,npub-namespaced,1,key:5c9812de
npub1tkeatuphweejarwjdg7arrwuvmu5mwjxh6d9lnhlewc9agfzrjkqgcq6a8:slimeydonk,slimeydonk,npub-namespaced,1,key:5db3d5f0
npub1tlp32g7mpjmvephc2s4kf6nc32nmcnpuk9u8cnhshhnklzxxrhks60855t:newGroupy,new groupy,npub-namespaced,1,key:5fc31523
npub1tly7zdamnwkrmmhh7qu7d7y9d6jyl83nlu5dtjd097g9lz0ugzys4cfhfg:open-relay-open-offline-gateway-online-instrumentation,open-relay-open-offline-gateway-online-instrumentation,npub-namespaced,1,key:5fc9e137
npub1tpjzudtrmslcp8k6gaspyg72vaje4w6dlvqhf2nx8r36cgdp60vqwjrtwa:donkSilly,DONK Silly,npub-namespaced,1,key:58642e35
npub1tr3jj6zc4gpflevzqe2grghtsxkr7jgjvvhs4kykkm7czpcguwts8shram:closed-gw-inherit-docker-mmcp4z75,closed-gw-inherit-docker-mmcp4z75,npub-namespaced,1,key:58e32968
npub1tr8zqncn07v9uwegjhq5pryr672a3krransma4wssnl4j39gpthq25z2rn:s19-19c83092689-1e7c-group,S19-19c83092689-1e7c-group,npub-namespaced,1,key:58ce204f
npub1ttf62e4n8f6z3tyg0n95rkk3sece8phzq3gtcy4cm6c9sxzv25xqn4p55x:closedjoine2e-1772306855838,ClosedJoinE2E-1772306855838,npub-namespaced,1,key:5ad3a566
npub1ttlrtsr20s2yghlc533hgcy9md9rmp2zqym4a5cjp7cvgfemz56ss6dpnx:open-relay-reg-open-direct-join-only,open-relay-reg-open-direct-join-only,npub-namespaced,1,key:5afe35c0
npub1tw07crge9h2dycs3yuvsnc8wl5tl8hrpfsyhzudhwfa6nwy0x5dqaypckn:closed-gw-inherit-mmcjosrk,closed-gw-inherit-mmcjosrk,npub-namespaced,1,key:5b9fec0d
npub1tzqzgwvk6zj8wewt0khz9xaasa8jj3c9gphcags0ykm6dgv4hfnqd7557p:s03-19c82780e77-3405-group,S03-19c82780e77-3405-group,npub-namespaced,1,key:58802439
npub1u003707pt2mqlef34kvdgt6a0frk65tkzsuydpkf4fax980uc3fsjcl3cg:bonjourText,bonjour text,npub-namespaced,1,key:e3df1f3f
npub1u057scgv7xp7472k5rptatjasvss0htrn8e5gl7lfa9knkah2ycqfgmtzj:bigtimetesty,bigtimetesty,npub-namespaced,1,key:e3e9e861
npub1u3v7zp5caa3ydkr647krg35shq92xqeect47ulk8t9mgel5vnpmsqccs27:matrix-group-mm77jgj3,matrix-group-mm77jgj3,npub-namespaced,1,key:e459e106
npub1u6hg8swakqnmnk9mjv8zuzrwrpnqga6jf6e2z0wtp3trjkrr3e9surk5jw:testerGrandJurySubpeonas,Tester Grand Jury Subpeonas,npub-namespaced,1,key:e6ae83c1
npub1u6jeey3gfqkskdw3m9lqsepnlzjzjn3h9dyu33lsd5cv86fh9yzqflkyxl:open-relay-single-open-offline-gateway-online,open-relay-single-open-offline-gateway-online,npub-namespaced,1,key:e6a59c92
npub1u8g6g6peqwdsmrwqraq5xxfx5qfxheka3w45pndg9e3ttnsedlfs0f6dpl:s08-19c83c4e12e-6067-group,S08-19c83c4e12e-6067-group,npub-namespaced,1,key:e1d1a468
npub1uc8j6prhl7zkvlguxt7fek3m3vkamkvyv5hwhlgf2zah4aza45fsxyxm2s:s07-19c84109650-b7a6-group,S07-19c84109650-b7a6-group,npub-namespaced,1,key:e60f2d04
npub1udmgf68xjxwujexpuukp97fg3s7wr234h3nrr3vnrgnqwze7gqtsa602df:test-group-3,test-group-3,npub-namespaced,1,key:e37684e8
npub1udrzd94yawsm9vdqkrzr929r4ua6528y3x59m3cdekzz00s02vcq6lm46p:probe-mm77pse1,probe-mm77pse1,npub-namespaced,1,key:e3462696
npub1ufus4ed3wsvn7fj9y6k4w8fezu46p34nfeqdsy0gum2tc6djztgsq0geea:cross-machine-open-mm4hzuda,cross-machine-open-mm4hzuda,npub-namespaced,1,key:e2790ae5
npub1ufxx8uymqcxpdy56f08vw5yawd6m9ncra9aeadkdwtck782qkfdqywc00c:closed-gw-inherit-mmd0j3sh-i3flrz,closed-gw-inherit-mmd0j3sh-i3flrz,npub-namespaced,1,key:e24c63f0
npub1ufzzgznu9990gtlfe0h5hvnjp39e32vphu42mlrtnjx8fzmmvjvqssaser:closed-relay-auth-lifecycle-closed-offline-gateway-online,closed-relay-auth-lifecycle-closed-offline-gateway-online,npub-namespaced,1,key:e244240a
npub1ugrsy58k200lp7a6z739v2sv9y25q24sc0nlr0wq3yr4gc6gsslqt40gxh:jorgeDesayuno,Jorge Desayuno,npub-namespaced,1,key:e2070250
npub1uk6y6g8pt4xlckd6806vqqr4h7tk4jmcq6hfpl5hlxj5f95n5h8sphz5a7:s05-19c82b3aa36-8ed7-group,S05-19c82b3aa36-8ed7-group,npub-namespaced,1,key:e5b44d20
npub1ukqhfc5nvf4fq9a25cgauhrazy3nvf8ydnd2vtzjt3h7kw4sgpvssf7u5z:s15-19c83d3b9fc-a64f-group,S15-19c83d3b9fc-a64f-group,npub-namespaced,1,key:e58174e2
npub1ukx03dxel0pflcw430ws2v27nuvmwdsrafqmlvpx2ndec8lctx5q7gnjx2:direct-host-online-mm7dl675,direct-host-online-mm7dl675,npub-namespaced,1,key:e58cf8b4
npub1ultqnqh4epr6v24xvqm83ax6t33lkfm0p5g9rkq9qgwzmm0e433s5gcvhf:open-relay-contract-direct-join-only-no-gateway,open-relay-contract-direct-join-only-no-gateway,npub-namespaced,1,key:e7d60982
npub1unm5xlnenrc5t790me3h6nksaf0v6jardck6chgfreha08l3sflqum9clm:pub-closed-admin-mnxrw0sp,pub-closed-admin-mnxrw0sp,npub-namespaced,1,key:e4f7437e
npub1unm5xlnenrc5t790me3h6nksaf0v6jardck6chgfreha08l3sflqum9clm:pub-closed-request-mnxrrlbw,pub-closed-request-mnxrrlbw,npub-namespaced,1,key:e4f7437e
npub1unm5xlnenrc5t790me3h6nksaf0v6jardck6chgfreha08l3sflqum9clm:pub-open-mnxrp7h3,pub-open-mnxrp7h3,npub-namespaced,1,key:e4f7437e
npub1untmtrc8naxzg5ql9ku07t59flhq8v2mjp63523q8m05zvsqlnrs5w7sy9:clownfaceFamily,Clownface Family,npub-namespaced,1,key:e4d7b58f
npub1urzs309qesmpqqrtq3q7hntcqztetlhu8hk9vh9q68uce3276k7svsqurm:supercoocoo,superCooCoo,npub-namespaced,1,key:e0c508bc
npub1us9xcyk20er9zg4y2zvz8390r6dddahukv4026y4f5cj2l7cn8cqfr0hkx:closed-relay-single-closed-offline-gateway-online,closed-relay-single-closed-offline-gateway-online,npub-namespaced,1,key:e40a6c12
